1	0.620000
2	0.620000
3	0.620000
4	0.620000
5	0.620000
6	0.625000
7	0.625000
8	0.630000
9	0.630000
10	0.630000
11	0.630000
12	0.630000
13	0.630000
14	0.630000
15	0.630000
16	0.630000
17	0.630000
18	0.630000
19	0.630000
20	0.630000
21	0.630000
22	0.635000
23	0.645000
24	0.645000
25	0.645000
26	0.645000
27	0.650000
28	0.650000
29	0.650000
30	0.650000
31	0.650000
32	0.650000
33	0.650000
34	0.650000
35	0.650000
36	0.650000
37	0.650000
38	0.650000
39	0.650000
40	0.650000
41	0.650000
42	0.650000
43	0.650000
44	0.655000
45	0.655000
46	0.670000
47	0.670000
48	0.670000
49	0.675000
50	0.675000
51	0.675000
52	0.680000
53	0.680000
54	0.680000
55	0.685000
56	0.685000
57	0.685000
58	0.690000
59	0.695000
60	0.695000
61	0.700000
62	0.705000
63	0.705000
64	0.705000
65	0.710000
66	0.705000
67	0.705000
68	0.705000
69	0.710000
70	0.710000
71	0.710000
72	0.710000
73	0.710000
74	0.710000
75	0.715000
76	0.715000
77	0.715000
78	0.715000
79	0.715000
80	0.715000
81	0.715000
82	0.715000
83	0.715000
84	0.715000
85	0.715000
86	0.720000
87	0.720000
88	0.720000
89	0.720000
90	0.725000
91	0.725000
92	0.725000
93	0.725000
94	0.725000
95	0.725000
96	0.730000
97	0.730000
98	0.730000
99	0.735000
100	0.735000
101	0.740000
102	0.740000
103	0.740000
104	0.740000
105	0.740000
106	0.740000
107	0.745000
108	0.745000
109	0.745000
110	0.745000
111	0.745000
112	0.750000
113	0.760000
114	0.770000
115	0.770000
116	0.770000
117	0.770000
118	0.775000
119	0.775000
120	0.780000
121	0.780000
122	0.780000
123	0.780000
124	0.780000
125	0.780000
126	0.780000
127	0.780000
128	0.780000
129	0.780000
130	0.780000
131	0.780000
132	0.780000
133	0.790000
134	0.790000
135	0.790000
136	0.790000
137	0.790000
138	0.790000
139	0.790000
140	0.790000
141	0.790000
142	0.790000
143	0.790000
144	0.795000
145	0.795000
146	0.795000
147	0.795000
148	0.800000
149	0.800000
150	0.800000
151	0.800000
152	0.800000
153	0.800000
154	0.800000
155	0.805000
156	0.805000
157	0.805000
158	0.805000
159	0.805000
160	0.805000
161	0.805000
162	0.805000
163	0.805000
164	0.805000
165	0.805000
166	0.805000
167	0.805000
168	0.810000
169	0.810000
170	0.810000
171	0.810000
172	0.810000
173	0.810000
174	0.810000
175	0.810000
176	0.810000
177	0.810000
178	0.815000
179	0.815000
180	0.810000
181	0.810000
182	0.810000
183	0.810000
184	0.810000
185	0.810000
186	0.815000
187	0.815000
188	0.815000
189	0.815000
190	0.815000
191	0.815000
192	0.815000
193	0.815000
194	0.815000
195	0.815000
196	0.815000
197	0.815000
198	0.815000
199	0.815000
200	0.815000
201	0.815000
202	0.815000
203	0.815000
204	0.815000
205	0.820000
206	0.820000
207	0.820000
208	0.815000
209	0.815000
210	0.815000
211	0.815000
212	0.820000
213	0.820000
214	0.825000
215	0.825000
216	0.825000
217	0.825000
218	0.825000
219	0.830000
220	0.835000
221	0.835000
222	0.840000
223	0.840000
224	0.840000
225	0.840000
226	0.840000
227	0.840000
228	0.840000
229	0.840000
230	0.840000
231	0.840000
232	0.840000
233	0.840000
234	0.840000
235	0.840000
236	0.840000
237	0.840000
238	0.840000
239	0.845000
240	0.845000
241	0.845000
242	0.845000
243	0.845000
244	0.845000
245	0.845000
246	0.845000
247	0.845000
248	0.845000
249	0.845000
250	0.845000
251	0.845000
252	0.845000
253	0.845000
254	0.845000
255	0.845000
256	0.845000
257	0.845000
258	0.845000
259	0.845000
260	0.845000
261	0.845000
262	0.845000
263	0.845000
264	0.845000
265	0.845000
266	0.845000
267	0.845000
268	0.845000
269	0.845000
270	0.850000
271	0.850000
272	0.850000
273	0.850000
274	0.855000
275	0.850000
276	0.850000
277	0.855000
278	0.855000
279	0.855000
280	0.855000
281	0.855000
282	0.855000
283	0.855000
284	0.855000
285	0.855000
286	0.855000
287	0.855000
288	0.855000
289	0.855000
290	0.855000
291	0.860000
292	0.860000
293	0.860000
294	0.860000
295	0.860000
296	0.860000
297	0.860000
298	0.860000
299	0.860000
300	0.860000
301	0.860000
302	0.860000
303	0.860000
304	0.865000
305	0.865000
306	0.865000
307	0.865000
308	0.865000
309	0.865000
310	0.865000
311	0.865000
312	0.865000
313	0.865000
314	0.865000
315	0.865000
316	0.865000
317	0.865000
318	0.870000
319	0.870000
320	0.870000
321	0.870000
322	0.870000
323	0.870000
324	0.870000
325	0.870000
326	0.870000
327	0.870000
328	0.870000
329	0.875000
330	0.875000
331	0.875000
332	0.880000
333	0.880000
334	0.880000
335	0.885000
336	0.890000
337	0.890000
338	0.890000
339	0.890000
340	0.890000
341	0.890000
342	0.890000
343	0.890000
344	0.890000
345	0.890000
346	0.890000
347	0.890000
348	0.890000
